ID ТУРУ,НАЗВА ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,СЕРЕДНЯ ЦІНА,ДНІ,НІЧНІ ПЕРЕЇЗДИ,ЕКСКУРСІЇ,ЦІНА ЗА ДЕНЬ,СЕРЕДНЯ ЦІНА ПО НАПРЯМКУ,МЕДІАННА ЦІНА ПО НАПРЯМКУ,ВІДХИЛЕННЯ ВІД СЕРЕДНЬОЇ ЦІНИ,ВІДХИЛЕННЯ ВІД МЕДІАННОЇ ЦІНИ,% ВІДХИЛЕННЯ ВІД МЕДІАНИ,ПОЗИЦІЯ ЗА ЦІНОЮ В НАПРЯМКУ,РІЗНИЦЯ ДО МІНІМАЛЬНОЇ ЦІНИ,ЗАГАЛЬНИЙ VALUE SCORE,ОЦІНКА ЦІНИ,ОЦІНКА ЕКСКУРСІЙ,ОЦІНКА КОМФОРТУ,СЕЗОННІСТЬ,ШТРАФ ЗА НІЧНІ ПЕРЕЇЗДИ,ІНТЕНСИВНІСТЬ ПОДОРОЖІ,СКЛАДНІСТЬ МАРШРУТУ,РІЗНОМАНІТНІСТЬ КРАЇН,КІЛЬКІСТЬ ЗУПИНОК ПО МАРШРУТУ,КІЛЬКІСТЬ МІСТ У МАРШРУТІ,КІЛЬКІСТЬ КРАЇН У МАРШРУТІ,КІЛЬКІСТЬ ІНШИХ ТОЧОК,ЩІЛЬНІСТЬ МІСТ,ЩІЛЬНІСТЬ КРАЇН,ЧАСТКА ІНШИХ ТОЧОК,ЦІННІСТЬ МАРШРУТУ,ЕФЕКТИВНІСТЬ МАРШРУТУ,ПЕРЕВАНТАЖЕНИЙ МАРШРУТ,ПОРОЖНІЙ МАРШРУТ
ACC-41,Іспанська сієста... Відпочинок на морі!,COMPETITOR,Accord tour,Іспанія,556,11,2,6,51,538,505,18,52,"0,10",13,214,"0,6851","0,90",,"0,82",ЦІЛИЙ РІК,40,"1,45","0,64","0,55",16,7,6,4,"0,64","0,55","0,25","5,90","0,54",0,0
ACC-42,"Любов і голуби… Париж, Франкфурт, Дрезден і Прага!!!",COMPETITOR,Accord tour,Франція,333,6,0,4,55,366,352,-34,-20,"-0,06",27,135,"0,7981","0,94",,"1,00",ЦІЛИЙ РІК,0,"1,33","0,83","0,67",8,5,4,2,"0,83","0,67","0,25","3,90","0,65",0,0
ACC-43,Французький настрій в Парижі та Діснейленді!,COMPETITOR,Accord tour,Франція,263,6,2,5,44,366,352,-103,-89,"-0,25",11,66,"0,6961","0,75",,"0,67",ЦІЛИЙ РІК,40,"1,50","1,33","0,67",9,8,4,0,"1,33","0,67","0,00","4,40","0,73",0,0
ACC-44,В Привабливому Парижі + Мюнхен та Діснейленд!!!,COMPETITOR,Accord tour,Франція,265,6,2,4,44,366,352,-101,-87,"-0,25",12,68,"0,6643","0,75",,"0,67",ЦІЛИЙ РІК,40,"0,83","0,83","0,67",5,5,4,0,"0,83","0,67","0,00","3,50","0,58",0,0
ACC-45,Казкова Прага + Дрезден,COMPETITOR,Accord tour,Чехія,164,4,1,3,41,204,199,-41,-36,"-0,18",6,69,"0,7552","0,82",,"0,75",ЦІЛИЙ РІК,20,"0,50","0,50","0,50",2,2,2,0,"0,50","0,50","0,00","1,60","0,40",0,0
ACC-46,Маленька французька подорож Париж та Діснейленд,COMPETITOR,Accord tour,Франція,198,6,2,4,33,366,352,-169,-155,"-0,44",1,0,"0,6106","0,56",,"0,67",ЦІЛИЙ РІК,40,"1,83","1,50","0,83",11,9,5,0,"1,50","0,83","0,00","5,20","0,87",1,0
ACC-47,В повному шоколаді... або 2 дні в Швейцарії!,COMPETITOR,Accord tour,Швейцарія,311,6,0,5,52,333,334,-23,-23,"-0,07",13,123,"0,8335","0,93",,"1,00",ЦІЛИЙ РІК,0,"1,83","1,33","0,83",11,8,5,0,"1,33","0,83","0,00","4,90","0,82",1,0
ACC-48,В полоні Парижа  Діснейленд + Ельзас+ Швейцарія,COMPETITOR,Accord tour,Франція,272,6,2,5,45,366,352,-94,-80,"-0,23",15,75,"0,7032","0,77",,"0,67",ЦІЛИЙ РІК,40,"1,50","1,17","0,67",9,7,4,1,"1,17","0,67","0,11","4,30","0,72",0,0
ACC-49,"Фантастична четвірка: Амстердам, Брюссель, Люксембург та Берлін!",COMPETITOR,Accord tour,Нідерланди,342,6,0,4,57,349,348,-7,-6,"-0,02",16,147,"0,8107","0,98",,"1,00",ЦІЛИЙ РІК,0,"1,83","1,50","1,00",11,9,6,0,"1,50","1,00","0,00","5,70","0,95",1,0
ACC-50,Бельгія для гурманів або 2 дні в Брюсселі!,COMPETITOR,Accord tour,Бельгія,364,6,0,4,61,376,367,-12,-3,"-0,01",2,35,"0,8068","0,99",,"1,00",ЦІЛИЙ РІК,0,"2,00","1,50","0,50",12,9,3,0,"1,50","0,50","0,00","4,20","0,70",1,0
ACC-51,"Лайк там, де Амстердам!",COMPETITOR,Accord tour,Нідерланди,208,4,2,2,52,349,348,-141,-140,"-0,40",2,13,"0,5533","0,60",,"0,50",ЦІЛИЙ РІК,40,"2,25","1,50","0,75",9,6,3,2,"1,50","0,75","0,22","3,70","0,93",1,0
ACC-52,"Вікенд в Швейцарію або Фондю для двох!  Берн, Цюріх, Люцерн, Інтерлакен, Гріндельвальд",COMPETITOR,Accord tour,Швейцарія,306,5,0,3,61,333,334,-27,-28,"-0,08",12,118,"0,7621","0,92",,"1,00",ЦІЛИЙ РІК,0,"1,80","1,00","0,80",9,5,4,1,"1,00","0,80","0,11","3,70","0,74",1,0
ACC-53,"Зустрінемось в Амстердамі + парк ""Кекенхоф"" і парк розваг Ефтелінг!!!",COMPETITOR,Accord tour,Нідерланди,359,6,0,4,60,349,348,10,12,"0,03",19,164,"0,7980","0,97",,"1,00",ЦІЛИЙ РІК,0,"1,33","0,83","0,67",8,5,4,2,"0,83","0,67","0,25","3,90","0,65",0,0
ACC-54,"Магія Парижа  Діснейленд, замок Нойшвайнштайн, долина Вахау",COMPETITOR,Accord tour,Франція,350,6,2,5,58,366,352,-16,-2,"-0,01",32,153,"0,7653","0,99",,"0,67",ЦІЛИЙ РІК,40,"1,67","1,17","0,67",10,7,4,0,"1,17","0,67","0,00","4,10","0,68",1,0
ACC-55,"Вихідні в Словаччині   Термали, гори і релакс...",COMPETITOR,Accord tour,Словаччина,204,4,0,2,51,204,204,0,0,"0,00",1,0,"0,7959","1,00",,"1,00",РІДКІСНИЙ,0,"2,00","0,25","0,25",8,1,1,0,"0,25","0,25","0,00","0,80","0,20",1,0
ACC-56,"Відпочинок на висоті Швейцарія, Баварія, Австрія  Острів Майнау, Замок Нойшвайнштайн, Світ Сваровскі...",COMPETITOR,Accord tour,Швейцарія,374,7,0,6,53,333,334,40,40,"0,12",20,186,"0,8146","0,88",,"1,00",ЦІЛИЙ РІК,0,"1,71","1,00","0,71",12,7,5,1,"1,00","0,71","0,08","4,80","0,69",1,0
ACC-57,"Мої найкращі друзі    Амстердам, Брюсель, Париж",COMPETITOR,Accord tour,Нідерланди,426,8,0,7,53,349,348,77,79,"0,23",26,231,"0,7760","0,77",,"1,00",ЦІЛИЙ РІК,0,"1,50","1,00","0,75",12,8,6,0,"1,00","0,75","0,00","5,40","0,68",0,0
ACC-58,"Дефіле для романтиків: Прага, Мілан, Венеція",COMPETITOR,Accord tour,Італія,230,5,2,3,46,340,338,-110,-108,"-0,32",24,91,"0,6181","0,68",,"0,60",ЦІЛИЙ РІК,40,"1,40","1,20","0,80",7,6,4,0,"1,20","0,80","0,00","3,80","0,76",0,0
ACC-59,Знайомство з Казанова! Відень+Верона+Венеція,COMPETITOR,Accord tour,Італія,284,5,0,3,57,340,338,-56,-54,"-0,16",38,145,"0,7400","0,84",,"1,00",ЦІЛИЙ РІК,0,"1,60","1,20","0,80",8,6,4,1,"1,20","0,80","0,13","4,00","0,80",1,0
ACC-60,"Коротке побачення в Італії: Верона, Мілан, Венеція",COMPETITOR,Accord tour,Італія,343,6,0,4,57,340,338,3,5,"0,01",55,204,"0,8112","0,99",,"1,00",ЦІЛИЙ РІК,0,"1,17","0,83","0,33",7,5,2,0,"0,83","0,33","0,00","2,50","0,42",0,0
ACC-61,Солодкий круасан - Париж,COMPETITOR,Accord tour,Франція,238,6,2,4,40,366,352,-129,-115,"-0,33",4,40,"0,6424","0,67",,"0,67",ЦІЛИЙ РІК,40,"1,33","0,83","0,67",8,5,4,3,"0,83","0,67","0,38","4,10","0,68",0,0
ACC-62,"Happy days або 5 столиць!!! ...Берлін, Прага, Відень, Будапешт та Варшава...",COMPETITOR,Accord tour,Німеччина,236,5,1,3,47,238,237,-3,-2,"-0,01",9,117,"0,7809","0,99",,"0,80",ЦІЛИЙ РІК,20,"1,00","1,00","1,00",5,5,5,0,"1,00","1,00","0,00","4,00","0,80",0,0
ACC-63,"Французький реверанс  Париж, Нормандія, Мон-Сен-Мішель, Аквітанія, Замки Луари, Ельзас",COMPETITOR,Accord tour,Франція,628,10,0,10,63,366,352,261,276,"0,78",71,430,"0,5589","0,22",,"1,00",ЦІЛИЙ РІК,0,"1,70","0,80","0,30",17,8,3,0,"0,80","0,30","0,00","3,90","0,39",1,0
ACC-64,"Яскраві нотки Італії: 2 дні в Римі + Флоренція, Венеція",COMPETITOR,Accord tour,Італія,292,6,2,3,49,340,338,-48,-46,"-0,14",40,153,"0,6661","0,86",,"0,67",ЦІЛИЙ РІК,40,"1,00","0,83","0,50",6,5,3,0,"0,83","0,50","0,00","3,00","0,50",0,0
ACC-65,"Сто причин любити Італію, і перша - Рим! Флоренція + Венеція!",COMPETITOR,Accord tour,Італія,459,8,0,6,57,340,338,119,121,"0,36",88,320,"0,6900","0,64",,"1,00",ЦІЛИЙ РІК,0,"2,25","1,50","0,50",18,12,4,0,"1,50","0,50","0,00","5,60","0,70",1,0
ACC-66,"Моя Португалія  Лісабон, Порту, Сінтра, Мадрид, Барселона, Ніцца, Монако!",COMPETITOR,Accord tour,Португалія,546,11,3,6,50,744,814,-199,-269,"-0,33",1,0,"0,5559","0,67",,"0,73",ЦІЛИЙ РІК,60,"1,73","0,82","0,64",19,9,7,1,"0,82","0,64","0,05","6,40","0,58",1,0
ACC-67,"Швейцарський вікенд + Баварія Цюріх, Люцерн + Мюнхен та Відень",COMPETITOR,Accord tour,Швейцарія,188,4,2,3,47,333,334,-145,-146,"-0,44",1,0,"0,5996","0,56",,"0,50",ЦІЛИЙ РІК,40,"1,75","1,50","1,00",7,6,4,0,"1,50","1,00","0,00","3,80","0,95",1,0
ACC-68,Мій Італійський вікенд: Венеція+Верона,COMPETITOR,Accord tour,Італія,158,4,2,1,40,340,338,-182,-180,"-0,53",5,19,"0,4765","0,47",,"0,50",ЦІЛИЙ РІК,40,"1,75","1,00","0,50",7,4,2,0,"1,00","0,50","0,00","2,20","0,55",1,0
ACC-69,Вікенд в Доломітах: озеро Блед+озеро Мольвено+Венеція,COMPETITOR,Accord tour,Італія,221,5,0,2,44,340,338,-119,-117,"-0,35",20,82,"0,6515","0,65",,"1,00",ЦІЛИЙ РІК,0,"1,80","0,80","0,60",9,4,3,1,"0,80","0,60","0,11","2,90","0,58",1,0
ACC-70,Заряд бадьорості: Доломітові Альпи+Адріатичне море Італії,COMPETITOR,Accord tour,Італія,314,6,0,3,52,340,338,-26,-24,"-0,07",48,175,"0,7646","0,93",,"1,00",ЦІЛИЙ РІК,0,"1,83","0,67","0,33",11,4,2,1,"0,67","0,33","0,09","2,40","0,40",1,0
ACC-71,Знайомтесь - Німеччина: Берлін + Потсдам + Дрезден + Саксонська Швейцарія,COMPETITOR,Accord tour,Німеччина,212,4,0,2,53,238,237,-27,-26,"-0,11",7,93,"0,7487","0,89",,"1,00",ЦІЛИЙ РІК,0,"1,50","1,00","0,50",6,4,2,0,"1,00","0,50","0,00","2,20","0,55",0,0
ACC-72,"Кращі коліжанки Чеського королівства + SPA релакс  Прага, Дрезден, Карлові Вари",COMPETITOR,Accord tour,Чехія,234,5,0,3,47,204,199,29,35,"0,17",16,139,"0,7553","0,83",,"1,00",ЦІЛИЙ РІК,0,"1,40","1,40","0,60",7,7,3,0,"1,40","0,60","0,00","3,60","0,72",0,0
ACC-73,"Вихідні в Італії  Флоренція, Рим, Венеція",COMPETITOR,Accord tour,Італія,248,5,2,4,50,340,338,-92,-90,"-0,27",29,109,"0,6725","0,73",,"0,60",ЦІЛИЙ РІК,40,"1,20","1,00","0,60",6,5,3,0,"1,00","0,60","0,00","3,00","0,60",0,0
ACC-74,Особливий вікенд: Любляна + Венеція,COMPETITOR,Accord tour,Італія,231,4,0,3,58,340,338,-109,-107,"-0,32",25,92,"0,7054","0,68",,"1,00",ЦІЛИЙ РІК,0,"1,75","1,00","0,75",7,4,3,0,"1,00","0,75","0,00","2,70","0,68",1,0
ACC-75,"Соковитий вікенд: Верона, Рим, Венеція!",COMPETITOR,Accord tour,Італія,252,5,2,3,50,340,338,-88,-86,"-0,25",34,113,"0,6356","0,75",,"0,60",ЦІЛИЙ РІК,40,"1,00","0,80","0,60",5,4,3,0,"0,80","0,60","0,00","2,70","0,54",0,0
ACC-76,Під прапором Греції... Салоніки + Метеори + Афіни + Дельфи,COMPETITOR,Accord tour,Греція,481,8,0,3,60,420,407,61,75,"0,18",19,276,"0,6790","0,82",,"1,00",ЦІЛИЙ РІК,0,"2,00","0,50","0,25",16,4,2,1,"0,50","0,25","0,06","2,40","0,30",1,0
ACC-77,Любовне зізнання: Відень + Прага!,COMPETITOR,Accord tour,Австрія,245,5,0,2,49,210,199,35,46,"0,23",29,150,"0,6875","0,77",,"1,00",ЦІЛИЙ РІК,0,"0,80","0,80","0,60",4,4,3,0,"0,80","0,60","0,00","2,70","0,54",0,0
ACC-78,"Мелодії Альп... Швейцарія, Баварія, Австрія +Майнау –острів весняних мрій...",COMPETITOR,Accord tour,Швейцарія,270,5,0,4,54,333,334,-64,-64,"-0,19",8,82,"0,7732","0,81",,"1,00",ЦІЛИЙ РІК,0,"2,00","1,40","0,80",10,7,4,2,"1,40","0,80","0,20","4,50","0,90",1,0
ACC-79,"Чао, Італія! 2 дні в Римі + Флоренція і Венеція!",COMPETITOR,Accord tour,Італія,408,7,0,5,58,340,338,68,70,"0,21",81,269,"0,7407","0,79",,"1,00",ЦІЛИЙ РІК,0,"1,29","1,14","0,57",9,8,4,0,"1,14","0,57","0,00","4,40","0,63",0,0
ACC-80,Секрет вічності… Рим + Флоренція і Венеція,COMPETITOR,Accord tour,Італія,337,7,2,3,48,340,338,-3,-1,"0,00",53,198,"0,7061","1,00",,"0,71",ЦІЛИЙ РІК,40,"1,43","1,14","0,43",10,8,3,0,"1,14","0,43","0,00","3,90","0,56",0,0
ACC-81,"Таємнича Греція:  Салоніки, Афіни, Метеори",COMPETITOR,Accord tour,Греція,339,7,2,2,48,420,407,-81,-68,"-0,17",10,134,"0,6119","0,83",,"0,71",ЦІЛИЙ РІК,40,"1,14","0,29","0,14",8,2,1,1,"0,29","0,14","0,13","1,30","0,19",0,0
ACC-82,"Скажемо «чііііз» в Італії: 3 дні в Римі + Неаполь, Флоренція і Венеція",COMPETITOR,Accord tour,Італія,443,8,0,4,55,340,338,103,105,"0,31",84,304,"0,6631","0,69",,"1,00",ЦІЛИЙ РІК,0,"1,75","1,25","0,38",14,10,3,0,"1,25","0,38","0,00","4,50","0,56",1,0
ACC-83,"Завжди на висоті... Італія! Флоренція, Рим, Венеція + Доломітові Альпи",COMPETITOR,Accord tour,Італія,441,8,0,5,55,340,338,101,103,"0,31",83,302,"0,6902","0,69",,"1,00",ЦІЛИЙ РІК,0,"2,38","1,13","0,38",19,9,3,1,"1,13","0,38","0,05","4,40","0,55",1,0
ACC-84,Грація Північної Італії,COMPETITOR,Accord tour,Італія,498,8,0,6,62,340,338,158,160,"0,47",95,359,"0,6332","0,53",,"1,00",ЦІЛИЙ РІК,0,"2,00","0,75","0,25",16,6,2,0,"0,75","0,25","0,00","2,80","0,35",1,0
ACC-85,Пригоди невгамовних або ще більше Італії + Сан-Марино,COMPETITOR,Accord tour,Італія,554,10,0,7,55,340,338,214,216,"0,64",100,415,"0,5708","0,36",,"1,00",ЦІЛИЙ РІК,0,"2,20","1,50","0,20",22,15,2,0,"1,50","0,20","0,00","5,50","0,55",1,0
ACC-86,Найкращі хвилини в Італії!,COMPETITOR,Accord tour,Італія,307,6,0,5,51,340,338,-33,-31,"-0,09",45,168,"0,8258","0,91",,"1,00",ЦІЛИЙ РІК,0,"1,33","1,00","0,67",8,6,4,0,"1,00","0,67","0,00","3,80","0,63",0,0
ACC-87,"Стильна Італія... Трієст, Мілан, озеро Комо, Верона!",COMPETITOR,Accord tour,Італія,394,6,0,4,66,340,338,54,56,"0,17",76,255,"0,7335","0,83",,"1,00",ЦІЛИЙ РІК,0,"1,67","1,17","0,50",10,7,3,0,"1,17","0,50","0,00","3,60","0,60",1,0
ACC-88,"Вікенд на трьох! Краків, Відень, Будапешт",COMPETITOR,Accord tour,Австрія,168,3,0,2,56,210,199,-42,-31,"-0,16",14,73,"0,7567","0,84",,"1,00",ЦІЛИЙ РІК,0,"1,33","1,33","1,00",4,4,3,0,"1,33","1,00","0,00","2,70","0,90",0,0
ACC-89,"Мелодії Альп...  Швейцарія, Баварія, Австрія...",COMPETITOR,Accord tour,Швейцарія,270,5,0,4,54,333,334,-64,-64,"-0,19",8,82,"0,7732","0,81",,"1,00",ЦІЛИЙ РІК,0,"2,00","1,40","0,80",10,7,4,2,"1,40","0,80","0,20","4,50","0,90",1,0
ACC-90,Італійська пригода: 2 дні в Римі + Адріатичне узбережжя,COMPETITOR,Accord tour,Італія,359,6,0,3,60,340,338,19,21,"0,06",67,220,"0,7527","0,94",,"1,00",ЦІЛИЙ РІК,0,"1,50","0,83","0,50",9,5,3,0,"0,83","0,50","0,00","3,00","0,50",0,0
ACC-91,https://www.accordtour.com/tours/660106/tab/tab_price/tour_date/2026-04-29/cls_number_adult_cnt/%7B1:1%7D/cls_number_child_age/%7B%7D/tour_include_ins/true,COMPETITOR,Accord tour,Італія,172,4,0,5,43,340,338,-168,-166,"-0,49",8,33,"0,7659","0,51",,"1,00",ЦІЛИЙ РІК,0,"2,00","1,00","0,50",8,4,2,1,"1,00","0,50","0,13","2,40","0,60",1,0
ACC-92,Ритми моди:Париж+Мілан,COMPETITOR,Accord tour,Італія,487,8,0,5,61,340,338,147,149,"0,44",93,348,"0,6240","0,56",,"1,00",ЦІЛИЙ РІК,0,"1,50","1,00","0,63",12,8,5,2,"1,00","0,63","0,17","5,30","0,66",0,0
ACC-93,Фіорди Півночі!!!,COMPETITOR,Accord tour,Норвегія,568,7,0,4,81,527,538,41,30,"0,06",7,183,"0,7264","0,94",,"1,00",ЦІЛИЙ РІК,0,"0,86","0,71","0,57",6,5,4,0,"0,71","0,57","0,00","3,50","0,50",0,0
ACC-94,Вихідні в Ельзасі + Швейцарія,COMPETITOR,Accord tour,Швейцарія,278,5,0,3,56,333,334,-55,-56,"-0,17",10,90,"0,7400","0,83",,"1,00",ЦІЛИЙ РІК,0,"2,20","2,00","1,00",11,10,5,1,"2,00","1,00","0,09","5,70","1,14",1,0
ACC-95,"Мікс щасливих емоцій  Ніцца, Монако, Портофіно",COMPETITOR,Accord tour,Італія,205,6,2,5,34,340,338,-135,-133,"-0,39",14,66,"0,6597","0,61",,"0,67",ЦІЛИЙ РІК,40,"1,00","0,67","0,67",6,4,4,1,"0,67","0,67","0,17","3,40","0,57",0,0
ACC-96,Три щасливі дні  Прага + Дрезден,COMPETITOR,Accord tour,Чехія,192,4,0,2,48,204,199,-13,-8,"-0,04",9,97,"0,7872","0,96",,"1,00",ЦІЛИЙ РІК,0,"3,00","2,50","0,75",12,10,3,0,"2,50","0,75","0,00","4,50","1,13",1,0
ACC-97,Французький поцілунок!!!,COMPETITOR,Accord tour,Франція,245,5,2,4,49,366,352,-121,-107,"-0,30",7,48,"0,6584","0,70",,"0,60",ЦІЛИЙ РІК,40,"1,40","1,00","0,80",7,5,4,2,"1,00","0,80","0,29","3,90","0,78",0,0
ACC-98,Вікенд з видом на море: Венеція + відпочинок на Адріатичному морі Італії,COMPETITOR,Accord tour,Італія,161,5,2,1,32,340,338,-179,-177,"-0,52",6,22,"0,4850","0,48",,"0,60",ЦІЛИЙ РІК,40,"1,20","0,80","0,40",6,4,2,1,"0,80","0,40","0,17","2,40","0,48",0,0
ACC-99,В хорошому настрої:  Салоніки + Метеори + відпочинок на Егейському морі,COMPETITOR,Accord tour,Греція,235,5,2,1,47,420,407,-185,-172,"-0,42",3,30,"0,4950","0,58",,"0,60",ЦІЛИЙ РІК,40,"1,60","0,20","0,20",8,1,1,1,"0,20","0,20","0,13","1,00","0,20",1,0
ACC-100,Натхненний вікенд в Трансільванії...,COMPETITOR,Accord tour,Румунія,170,3,0,3,57,167,160,2,10,"0,06",15,71,"0,8609","0,94",,"1,00",ЦІЛИЙ РІК,0,"2,00","0,67","0,33",6,2,1,1,"0,67","0,33","0,17","1,30","0,43",1,0
ACC-101,Вище неба: відпочинок у Доломітових Альпах Італії,COMPETITOR,Accord tour,Італія,382,6,0,1,64,340,338,42,44,"0,13",73,243,"0,6510","0,87",,"1,00",ЦІЛИЙ РІК,0,"2,00","0,50","0,50",12,3,3,1,"0,50","0,50","0,08","2,60","0,43",1,0
ACC-102,"Лазурові пригоди  Ніцца, Монако, Канни, Прованс",COMPETITOR,Accord tour,Франція,327,7,2,5,47,366,352,-39,-25,"-0,07",25,130,"0,7391","0,93",,"0,71",ЦІЛИЙ РІК,40,"1,14","0,86","0,57",8,6,4,0,"0,86","0,57","0,00","3,80","0,54",0,0
ACC-103,"Олімпійський привіт: Салоніки, Афіни, Метеори",COMPETITOR,Accord tour,Греція,318,6,2,2,53,420,407,-102,-89,"-0,22",7,113,"0,5911","0,78",,"0,67",ЦІЛИЙ РІК,40,"2,00","0,33","0,17",12,2,1,1,"0,33","0,17","0,08","1,30","0,22",1,0
ACC-104,"Там, де Північ зустрічається з Півднем… Амстердам+Мілан+Венеція!",COMPETITOR,Accord tour,Нідерланди,341,7,2,4,49,349,348,-8,-7,"-0,02",15,146,"0,7270","0,98",,"0,71",ЦІЛИЙ РІК,40,"2,43","1,43","0,71",17,10,5,1,"1,43","0,71","0,06","5,70","0,81",1,0
ACC-105,"Лазурова відпустка  Ніцца, Канни, Монако, Сан Ремо, Портофіно",COMPETITOR,Accord tour,Італія,478,8,0,5,60,340,338,138,140,"0,42",91,339,"0,6370","0,58",,"1,00",ЦІЛИЙ РІК,0,"2,13","1,13","0,63",17,9,5,0,"1,13","0,63","0,00","5,20","0,65",1,0
ACC-106,Яскраві враження.... Амстердам та Париж...,COMPETITOR,Accord tour,Франція,397,7,2,6,57,366,352,30,45,"0,13",45,199,"0,7253","0,87",,"0,71",ЦІЛИЙ РІК,40,"1,00","0,71","0,71",7,5,5,1,"0,71","0,71","0,14","4,20","0,60",0,0
ACC-107,"Рим притягує нас!  Відень, Флоренція та Венеція",COMPETITOR,Accord tour,Італія,302,6,0,4,50,340,338,-38,-36,"-0,11",44,163,"0,7883","0,89",,"1,00",ЦІЛИЙ РІК,0,"1,00","1,00","0,67",6,6,4,0,"1,00","0,67","0,00","3,80","0,63",0,0
ACC-108,"Швейцарська казка  Цюріх, Берн, Женева + Монблан",COMPETITOR,Accord tour,Швейцарія,334,6,0,5,56,333,334,0,0,"0,00",15,146,"0,8532","1,00",,"1,00",ЦІЛИЙ РІК,0,"2,33","1,67","0,83",14,10,5,2,"1,67","0,83","0,14","5,90","0,98",1,0
ACC-109,"Швейцарська інтрига  Австрія, Італія та Доломітові Альпи",COMPETITOR,Accord tour,Швейцарія,341,6,0,5,57,333,334,7,7,"0,02",16,153,"0,8425","0,98",,"1,00",ЦІЛИЙ РІК,0,"1,50","1,00","0,50",9,6,3,0,"1,00","0,50","0,00","3,30","0,55",0,0
ACC-110,"Віденський експрес!  Краків, Відень, Будапешт",COMPETITOR,Accord tour,Австрія,111,4,2,3,28,210,199,-99,-89,"-0,44",4,16,"0,6357","0,56",,"0,50",ЦІЛИЙ РІК,40,"1,25","1,00","0,75",5,4,3,0,"1,00","0,75","0,00","2,70","0,68",0,0
ACC-111,Вічна класика: Салоніки + Афіни + Метеори,COMPETITOR,Accord tour,Греція,297,6,2,2,49,420,407,-123,-110,"-0,27",5,92,"0,5776","0,73",,"0,67",ЦІЛИЙ РІК,40,"1,50","0,33","0,17",9,2,1,1,"0,33","0,17","0,11","1,30","0,22",0,0
ACC-112,Перше побачення в Греції:  Салоніки + Олімп + Метеори + Грецькі Альпи,COMPETITOR,Accord tour,Греція,205,5,2,1,41,420,407,-215,-202,"-0,50",1,0,"0,4780","0,50",,"0,60",ЦІЛИЙ РІК,40,"1,40","0,20","0,20",7,1,1,1,"0,20","0,20","0,14","1,00","0,20",0,0
ACC-113,Наш красивий вікенд!,COMPETITOR,Accord tour,Угорщина,229,5,0,4,46,162,159,66,69,"0,43",11,140,"0,6928","0,57",,"1,00",ЦІЛИЙ РІК,0,"1,40","0,80","0,80",7,4,4,0,"0,80","0,80","0,00","3,20","0,64",0,0
ACC-114,Іспанія – горда квітка Півдня  Відпочинок на морі,COMPETITOR,Accord tour,Іспанія,407,8,2,7,51,538,505,-131,-98,"-0,19",6,65,"0,7139","0,81",,"0,75",ЦІЛИЙ РІК,40,"1,25","0,63","0,63",10,5,5,0,"0,63","0,63","0,00","4,00","0,50",0,0
ACC-115,Літня відпустка під іспанськими вітрилами  Відпочинок на морі,COMPETITOR,Accord tour,Іспанія,575,10,0,6,57,538,505,36,70,"0,14",14,233,"0,7473","0,86",,"1,00",ЦІЛИЙ РІК,0,"1,10","0,70","0,60",11,7,6,1,"0,70","0,60","0,09","5,30","0,53",0,0
ACC-116,"Сонячна відпустка:  Трієст, Мілан, Генуя і Венеція",COMPETITOR,Accord tour,Італія,354,6,0,5,59,340,338,14,16,"0,05",61,215,"0,8278","0,95",,"1,00",ЦІЛИЙ РІК,0,"2,00","1,17","0,33",12,7,2,0,"1,17","0,33","0,00","3,10","0,52",1,0
ACC-117,Випускний в Італії: 2 дні в Римі + відпочинок на морі,COMPETITOR,Accord tour,Італія,359,6,0,3,60,340,338,19,21,"0,06",65,220,"0,7535","0,94",,"1,00",ЦІЛИЙ РІК,0,"1,50","0,83","0,50",9,5,3,0,"0,83","0,50","0,00","3,00","0,50",0,0
ACC-118,"Париж в моді, при любій погоді!",COMPETITOR,Accord tour,Франція,350,7,2,4,50,366,352,-16,-2,"-0,01",32,153,"0,7300","0,99",,"0,71",ЦІЛИЙ РІК,40,"1,57","1,00","0,57",11,7,4,2,"1,00","0,57","0,18","4,50","0,64",1,0
ACC-119,"Мрії в подарунок…  Егер, Відень і Будапешт!",COMPETITOR,Accord tour,Угорщина,170,4,0,3,42,162,159,7,10,"0,06",7,81,"0,8378","0,94",,"1,00",ЦІЛИЙ РІК,0,"2,50","1,00","0,50",10,4,2,0,"1,00","0,50","0,00","2,20","0,55",1,0
ACC-120,Естетика півдня: Амальфітанське узбережжя + Рим,COMPETITOR,Accord tour,Італія,530,9,0,6,59,340,338,190,192,"0,57",96,391,"0,5855","0,43",,"1,00",ЦІЛИЙ РІК,0,"2,22","1,33","0,44",20,12,4,0,"1,33","0,44","0,00","5,60","0,62",1,0
ACC-121,"Love is...Венеція і Париж! + Діснейленд, Верона та Мілан...",COMPETITOR,Accord tour,Італія,339,7,2,5,48,340,338,-1,1,"0,00",54,200,"0,7625","1,00",,"0,71",ЦІЛИЙ РІК,40,"1,29","1,14","0,71",9,8,5,0,"1,14","0,71","0,00","4,90","0,70",0,0
